"triplet_id","query_id","target_id1","target_id2"
260,2324533,2416490,2322743
261,2338875,2342407,2411934
262,2338875,2343720,2331681
263,2338875,2411934,2334064
264,2338875,2318050,2343720
265,2338875,2412088,2318889
266,2338875,2335109,2413042
267,2338875,2325032,2342407
268,2338875,2322594,2334064
269,2338875,2325032,2343720
270,2338875,2328606,2320094
271,2318396,2322413,2340442
272,2318396,2332544,2327595
273,2318396,2340703,2411895
274,2318396,2324030,2339867
275,2318396,2322413,2338202
276,2318396,2324622,2328373
277,2318396,2327595,2340703
278,2318396,2412787,2327595
279,2318396,2342089,2322014
280,2318396,2328373,2332752
281,2338880,2340697,2336871
282,2338880,2335146,2339084
283,2338880,2412308,2323400
284,2338880,2336871,2338618
285,2338880,2336871,2339813
286,2338880,2327833,2343406
287,2338880,2343472,2323540
288,2338880,2412105,2315917
289,2338880,2412105,2337156
290,2338880,2322665,2329252
291,2328640,2325866,2325149
292,2328640,2331160,2412078
293,2328640,2327721,2317638
294,2328640,2325866,2329066
295,2328640,2412290,2338795
296,2328640,2317025,2343652
297,2328640,2329340,2327721
298,2328640,2317025,2339966
299,2328640,2340328,2327721
300,2328640,2415067,2317270
301,2412611,2411702,2339962
302,2412611,2338487,2411702
303,2412611,2339962,2329591
304,2412611,2318066,2318102
305,2412611,2338078,2341786
306,2412611,2318156,2338078
307,2412611,2318156,2417609
308,2412611,2411702,2336650
309,2412611,2323154,2325235
310,2412611,2323827,2338487
311,2340936,2334382,2416852
312,2340936,2322909,2338875
313,2340936,2318050,2333972
314,2340936,2328041,2339179
315,2340936,2322909,2332472
316,2340936,2338875,2329224
317,2340936,2417157,2335425
318,2340936,2335041,2323036
319,2340936,2334064,2334382
320,2340936,2320550,2332472
321,2414668,2333606,2341550
322,2414668,2331645,2341550
323,2414668,2338544,2338081
324,2414668,2338544,2330381
325,2414668,2335157,2319054
326,2414668,2323345,2315377
327,2414668,2322125,2413636
328,2414668,2337691,2337976
329,2414668,2331645,2335157
330,2414668,2341659,2413437
331,2416719,2414994,2318847
332,2416719,2339860,2336730
333,2416719,2319360,2330480
334,2416719,2414994,2320756
335,2416719,2336730,2416974
336,2416719,2318897,2320756
337,2416719,2414994,2318897
338,2416719,2416974,2317563
339,2416719,2342332,2330480
340,2416719,2339860,2417195
341,2322514,2416808,2334972
342,2322514,2416808,2325570
343,2322514,2336670,2329320
344,2322514,2416656,2336670
345,2322514,2336090,2416656
346,2322514,2336670,2320565
347,2322514,2320565,2416658
348,2322514,2322390,2336090
349,2322514,2319504,2327987
350,2322514,2416656,2327987
351,2326611,2340764,2331822
352,2326611,2323758,2331822
353,2326611,2315931,2323758
354,2326611,2322159,2340305
355,2326611,2411904,2322159
356,2326611,2316180,2343154
357,2326611,2333101,2339652
358,2326611,2315931,2317650
359,2326611,2414777,2320283
360,2326611,2340305,2327824
361,2414677,2343391,2415592
362,2414677,2335469,2321416
363,2414677,2334749,2335469
364,2414677,2334702,2342972
365,2414677,2342972,2417859
366,2414677,2326039,2321416
367,2414677,2320680,2335469
368,2414677,2316351,2321416
369,2414677,2342972,2326039
370,2414677,2329240,2333882
371,2318424,2332392,2326352
372,2318424,2343302,2415065
373,2318424,2318714,2325203
374,2318424,2415065,2336345
375,2318424,2334295,2324727
376,2318424,2342181,2318498
377,2318424,2317389,2417572
378,2318424,2320314,2343302
379,2318424,2343302,2332392
380,2318424,2318714,2318557
381,2334812,2315692,2329901
382,2334812,2337268,2416869
383,2334812,2332189,2337415
384,2334812,2329901,2322391
385,2334812,2339734,2327045
386,2334812,2416869,2337415
387,2334812,2322874,2316307
388,2334812,2335078,2316956
389,2334812,2331141,2324562
390,2334812,2316072,2337415
391,2324572,2342387,2335518
392,2324572,2327660,2323720
393,2324572,2321740,2336743
394,2324572,2323720,2322508
395,2324572,2415834,2342387
396,2324572,2325399,2336743
397,2324572,2337452,2342987
398,2324572,2325399,2317117
399,2324572,2414994,2325123
400,2324572,2325440,2325123
401,2330721,2331215,2339252
402,2330721,2340764,2321541
403,2330721,2415319,2415700
404,2330721,2340764,2327824
405,2330721,2415683,2333811
406,2330721,2416344,2332889
407,2330721,2319354,2417257
408,2330721,2323706,2321541
409,2330721,2327824,2415319
410,2330721,2335277,2317854
411,2336866,2329136,2333012
412,2336866,2340610,2316747
413,2336866,2416098,2414391
414,2336866,2340610,2336659
415,2336866,2320564,2317953
416,2336866,2320564,2327974
417,2336866,2415909,2317271
418,2336866,2329136,2325984
419,2336866,2336659,2319636
420,2336866,2340610,2319636
421,2326627,2332950,2332230
422,2326627,2338242,2415246
423,2326627,2341831,2335078
424,2326627,2323164,2335078
425,2326627,2415246,2332230
426,2326627,2337082,2343474
427,2326627,2315873,2315519
428,2326627,2322514,2323164
429,2326627,2315519,2322514
430,2326627,2334972,2341832
431,2318435,2318577,2412813
432,2318435,2323711,2323240
433,2318435,2323038,2335986
434,2318435,2339542,2340474
435,2318435,2412597,2323240
436,2318435,2340474,2413587
437,2318435,2319902,2343198
438,2318435,2413587,2323711
439,2318435,2323711,2332504
440,2318435,2414954,2335986
441,2322531,2412755,2342664
442,2322531,2316586,2325850
443,2322531,2316586,2333439
444,2322531,2319377,2341200
445,2322531,2315368,2412581
446,2322531,2315368,2342664
447,2322531,2342800,2332533
448,2322531,2342664,2322254
449,2322531,2342664,2319605
450,2322531,2340160,2413853
451,2324579,2324674,2328320
452,2324579,2337541,2319578
453,2324579,2328320,2327714
454,2324579,2331681,2319068
455,2324579,2331681,2335429
456,2324579,2327714,2315594
457,2324579,2333661,2319446
458,2324579,2326307,2331571
459,2324579,2321159,2328320
460,2324579,2319446,2342717
461,2338919,2338970,2327764
462,2338919,2343298,2328606
463,2338919,2316509,2331006
464,2338919,2338970,2328606
465,2338919,2330482,2338970
466,2338919,2316509,2332445
467,2338919,2341273,2335699
468,2338919,2337986,2332445
469,2338919,2343298,2329572
470,2338919,2337986,2335699
471,2340970,2417603,2340733
472,2340970,2331708,2341417
473,2340970,2333781,2325521
474,2340970,2324696,2331125
475,2340970,2322559,2417136
476,2340970,2336607,2325521
477,2340970,2317207,2331125
478,2340970,2324696,2331708
479,2340970,2331125,2317610
480,2340970,2331125,2333460
481,2340974,2334359,2339976
482,2340974,2331058,2325307
483,2340974,2325240,2325307
484,2340974,2323138,2329935
485,2340974,2342958,2341132
486,2340974,2329935,2331058
487,2340974,2325240,2329292
488,2340974,2341132,2338301
489,2340974,2317965,2324223
490,2340974,2317816,2323138
491,2343024,2325771,2336604
492,2343024,2326742,2335848
493,2343024,2325771,2332046
494,2343024,2317215,2320780
495,2343024,2317215,2334444
496,2343024,2412953,2416834
497,2343024,2325771,2320780
498,2343024,2330975,2412458
499,2343024,2320023,2330975
500,2343024,2334444,2320023
501,2322544,2411702,2336260
502,2322544,2336260,2319028
503,2322544,2417609,2325247
504,2322544,2323154,2319028
505,2322544,2331639,2331230
506,2322544,2342118,2340177
507,2322544,2340340,2334344
508,2322544,2329591,2340340
509,2322544,2336260,2328659
510,2322544,2319119,2341376
511,2338931,2318701,2318405
512,2338931,2416020,2417260
513,2338931,2341692,2325882
514,2338931,2416849,2316434
515,2338931,2341692,2343681
516,2338931,2330139,2318701
517,2338931,2326296,2319184
518,2338931,2416020,2326296
519,2338931,2343681,2334620
520,2338931,2325882,2316434
521,2324598,2325092,2337503
522,2324598,2337458,2321150
523,2324598,2328719,2325092
524,2324598,2326304,2417216
525,2324598,2341974,2320519
526,2324598,2334184,2340654
527,2324598,2341974,2317451
528,2324598,2326304,2322172
529,2324598,2320519,2336928
530,2324598,2325092,2340654
531,2330745,2316124,2331540
532,2330745,2416850,2340077
533,2330745,2327388,2335719
534,2330745,2412634,2336296
535,2330745,2412634,2325492
536,2330745,2412643,2316124
537,2330745,2412634,2339881
538,2330745,2339736,2323762
539,2330745,2325492,2333001
540,2330745,2328268,2339736
541,2412670,2327891,2326986
542,2412670,2327891,2317144
543,2412670,2417965,2336911
544,2412670,2318698,2318993
545,2412670,2329638,2322958
546,2412670,2327891,2339920
547,2412670,2328391,2327891
548,2412670,2318993,2340851
549,2412670,2327907,2330118
550,2412670,2328816,2319386
551,2320510,2330449,2326640
552,2320510,2338873,2416515
553,2320510,2334710,2338868
554,2320510,2326640,2324489
555,2320510,2321003,2340128
556,2320510,2326640,2318638
557,2320510,2332127,2340455
558,2320510,2334710,2335677
559,2320510,2332127,2328864
560,2320510,2321003,2326640
561,2414722,2327402,2340230
562,2414722,2319989,2320902
563,2414722,2416014,2338636
564,2414722,2339887,2340230
565,2414722,2413294,2339887
566,2414722,2416014,2339887
567,2414722,2339887,2417086
568,2414722,2416415,2415453
569,2414722,2327402,2416558
570,2414722,2417480,2417086
571,2332804,2415487,2324067
572,2332804,2340340,2415875
573,2332804,2325087,2324214
574,2332804,2415875,2413495
575,2332804,2331654,2318252
576,2332804,2415875,2340011
577,2332804,2339018,2415487
578,2332804,2317191,2318252
579,2332804,2331654,2340011
580,2332804,2326419,2336569
581,2334852,2324121,2317097
582,2334852,2337991,2320151
583,2334852,2414289,2325771
584,2334852,2330147,2414289
585,2334852,2317097,2323714
586,2334852,2331067,2325467
587,2334852,2412930,2412953
588,2334852,2336392,2335598
589,2334852,2317097,2414289
590,2334852,2342834,2415230
591,2316427,2340469,2327993
592,2316427,2342645,2327993
593,2316427,2417401,2338138
594,2316427,2331088,2411757
595,2316427,2324638,2324169
596,2316427,2324594,2338138
597,2316427,2417401,2316220
598,2316427,2324169,2412094
599,2316427,2324594,2316220
600,2316427,2417401,2324594
601,2412684,2316203,2412164
602,2412684,2334712,2322851
603,2412684,2341422,2415838
604,2412684,2325496,2415838
605,2412684,2339185,2413518
606,2412684,2335420,2325496
607,2412684,2416285,2336583
608,2412684,2335420,2327941
609,2412684,2337040,2322851
610,2412684,2320006,2334836
611,2334863,2320651,2412548
612,2334863,2324967,2321825
613,2334863,2316762,2317705
614,2334863,2326016,2321825
615,2334863,2320651,2319953
616,2334863,2414058,2337412
617,2334863,2414058,2414230
618,2334863,2316762,2319953
619,2334863,2319953,2324967
620,2334863,2329710,2324967
621,2414735,2318680,2316501
622,2414735,2327679,2334800
623,2414735,2335186,2318680
624,2414735,2318680,2324921
625,2414735,2330424,2417854
626,2414735,2328465,2325873
627,2414735,2320465,2327679
628,2414735,2335186,2316501
629,2414735,2334800,2324459
630,2414735,2330424,2318680
631,2341009,2413210,2321047
632,2341009,2417603,2335570
633,2341009,2320737,2324696
634,2341009,2342751,2341726
635,2341009,2320737,2417991
636,2341009,2328883,2331755
637,2341009,2333505,2316739
638,2341009,2334114,2326062
639,2341009,2320993,2340276
640,2341009,2328883,2316739
641,2341011,2317457,2340966
642,2341011,2322034,2328987
643,2341011,2335189,2327414
644,2341011,2327912,2334580
645,2341011,2317067,2330764
646,2341011,2320593,2324942
647,2341011,2317067,2340966
648,2341011,2322034,2328468
649,2341011,2343283,2411987
650,2341011,2317457,2330388
651,2414741,2341416,2321678
652,2414741,2414764,2324746
653,2414741,2342784,2341416
654,2414741,2334510,2335693
655,2414741,2335693,2333530
656,2414741,2340591,2341416
657,2414741,2332062,2333719
658,2414741,2342395,2321367
659,2414741,2333719,2414764
660,2414741,2333530,2318065
661,2320546,2341550,2330381
662,2320546,2330381,2335298
663,2320546,2335157,2330381
664,2320546,2343411,2323612
665,2320546,2341550,2338544
666,2320546,2335157,2325756
667,2320546,2330381,2319680
668,2320546,2327395,2335157
669,2320546,2414975,2317020
670,2320546,2332406,2330381
671,2320548,2330711,2329003
672,2320548,2327141,2417571
673,2320548,2343062,2330094
674,2320548,2319593,2330711
675,2320548,2328286,2329003
676,2320548,2319593,2321356
677,2320548,2329003,2331961
678,2320548,2342906,2330154
679,2320548,2337181,2331961
680,2320548,2329921,2329003
681,2338985,2417247,2415051
682,2338985,2417247,2340842
683,2338985,2342329,2339270
684,2338985,2339270,2342378
685,2338985,2324746,2329844
686,2338985,2415344,2321505
687,2338985,2319439,2324746
688,2338985,2332763,2324746
689,2338985,2415051,2316563
690,2338985,2323591,2329992
691,2414763,2330549,2332842
692,2414763,2331704,2325917
693,2414763,2340507,2315715
694,2414763,2336262,2416540
695,2414763,2322758,2320832
696,2414763,2331704,2336876
697,2414763,2320832,2340507
698,2414763,2317188,2324248
699,2414763,2320832,2330549
700,2414763,2315715,2325917
701,2412716,2329493,2330315
702,2412716,2414009,2414409
703,2412716,2329943,2341505
704,2412716,2331824,2414409
705,2412716,2414409,2327287
706,2412716,2331824,2333447
707,2412716,2329493,2415883
708,2412716,2329943,2325191
709,2412716,2332248,2325191
710,2412716,2332239,2414409
711,2326702,2332571,2331631
712,2326702,2335525,2321717
713,2326702,2318065,2317441
714,2326702,2317987,2333592
715,2326702,2332422,2335237
716,2326702,2317987,2329739
717,2326702,2340773,2343373
718,2326702,2322994,2328502
719,2326702,2413909,2317987
720,2326702,2318065,2328502
721,2320561,2412685,2340615
722,2320561,2325830,2341966
723,2320561,2336064,2411915
724,2320561,2413605,2333271
725,2320561,2316488,2328554
726,2320561,2339827,2413605
727,2320561,2323878,2322377
728,2320561,2336080,2325830
729,2320561,2319602,2317273
730,2320561,2330018,2339271
731,2338994,2337145,2320067
732,2338994,2325373,2414385
733,2338994,2317808,2415838
734,2338994,2320595,2334047
735,2338994,2320595,2341780
736,2338994,2324030,2323522
737,2338994,2325496,2414385
738,2338994,2339185,2332300
739,2338994,2333507,2323522
740,2338994,2413993,2320067
741,2324659,2324196,2343725
742,2324659,2411594,2324196
743,2324659,2316709,2412159
744,2324659,2343725,2343062
745,2324659,2341913,2341667
746,2324659,2334032,2334395
747,2324659,2417591,2317335
748,2324659,2341667,2325816
749,2324659,2335179,2328581
750,2324659,2324196,2412159
751,2316470,2413343,2412622
752,2316470,2413294,2319856
753,2316470,2323055,2416014
754,2316470,2326670,2323392
755,2316470,2329658,2326893
756,2316470,2334998,2417038
757,2316470,2336857,2329649
758,2316470,2416014,2336857
759,2316470,2320902,2329649
760,2316470,2329658,2336857
761,2343096,2339426,2333416
762,2343096,2315488,2333416
763,2343096,2336213,2327866
764,2343096,2341843,2338664
765,2343096,2327958,2338664
766,2343096,2340819,2336213
767,2343096,2332908,2321448
768,2343096,2316132,2315488
769,2343096,2340819,2338664
770,2343096,2341843,2327958
771,2316475,2411568,2332913
772,2316475,2416656,2332913
773,2316475,2315509,2343199
774,2316475,2333674,2315873
775,2316475,2416426,2341983
776,2316475,2340375,2341983
777,2316475,2325723,2317138
778,2316475,2343199,2340605
779,2316475,2338721,2333674
780,2316475,2338721,2337571
781,2334909,2417070,2333541
782,2334909,2326694,2340290
783,2334909,2318134,2414903
784,2334909,2318134,2320478
785,2334909,2323049,2325653
786,2334909,2315797,2320478
787,2334909,2341178,2412665
788,2334909,2320478,2332358
789,2334909,2323049,2417992
790,2334909,2343632,2341178
791,2330816,2335026,2336272
792,2330816,2327854,2416480
793,2330816,2321489,2336921
794,2330816,2335026,2342751
795,2330816,2335026,2330404
796,2330816,2327854,2326641
797,2330816,2321489,2317374
798,2330816,2326641,2326207
799,2330816,2342734,2326504
800,2330816,2323534,2320737
801,2328769,2337154,2321727
802,2328769,2329400,2341240
803,2328769,2341240,2323549
804,2328769,2333511,2318253
805,2328769,2337154,2411598
806,2328769,2317206,2330536
807,2328769,2319104,2321727
808,2328769,2337321,2341549
809,2328769,2317206,2330431
810,2328769,2339176,2323549
811,2326722,2324538,2416417
812,2326722,2322971,2343665
813,2326722,2319001,2416917
814,2326722,2340417,2325295
815,2326722,2417498,2337296
816,2326722,2342829,2330881
817,2326722,2322971,2343639
818,2326722,2319377,2325295
819,2326722,2342312,2342829
820,2326722,2416417,2326897
821,2416834,2332590,2316428
822,2416834,2318779,2338144
823,2416834,2325467,2326742
824,2416834,2333480,2333493
825,2416834,2320419,2319435
826,2416834,2333480,2318779
827,2416834,2316428,2334900
828,2416834,2332590,2322597
829,2416834,2325467,2319435
830,2416834,2412035,2333480
831,2341059,2335864,2327002
832,2341059,2328180,2334008
833,2341059,2334699,2335864
834,2341059,2335175,2412364
835,2341059,2334273,2319839
836,2341059,2327549,2412364
837,2341059,2335175,2340715
838,2341059,2334008,2327549
839,2341059,2339385,2334699
840,2341059,2327549,2334984
841,2322630,2334809,2326695
842,2322630,2338444,2417251
843,2322630,2316046,2336782
844,2322630,2330268,2316046
845,2322630,2329331,2315953
846,2322630,2334212,2315953
847,2322630,2329331,2333657
848,2322630,2338820,2413090
849,2322630,2327765,2319352
850,2322630,2334809,2333657
851,2324678,2342348,2416807
852,2324678,2413903,2319636
853,2324678,2343214,2413903
854,2324678,2416807,2326038
855,2324678,2326038,2412269
856,2324678,2416807,2327258
857,2324678,2412269,2336994
858,2324678,2326038,2413545
859,2324678,2335725,2316090
860,2324678,2331078,2335725
861,2326730,2417266,2417770
862,2326730,2334815,2342395
863,2326730,2412420,2341200
864,2326730,2417583,2342656
865,2326730,2329126,2342656
866,2326730,2342656,2417133
867,2326730,2417266,2319895
868,2326730,2412420,2323621
869,2326730,2321003,2338566
870,2326730,2336002,2319895
871,2412746,2335273,2321164
872,2412746,2319091,2341719
873,2412746,2322039,2322168
874,2412746,2335273,2335601
875,2412746,2322168,2315531
876,2412746,2319091,2335601
877,2412746,2315723,2326911
878,2412746,2315723,2330250
879,2412746,2329213,2317998
880,2412746,2327246,2321164
881,2416843,2324375,2318495
882,2416843,2317337,2341526
883,2416843,2340378,2341858
884,2416843,2322906,2411646
885,2416843,2333181,2341858
886,2416843,2330042,2340378
887,2416843,2411708,2341858
888,2416843,2340378,2324375
889,2416843,2324375,2317664
890,2416843,2318495,2317345
891,2322637,2322984,2318081
892,2322637,2334836,2342724
893,2322637,2337141,2335587
894,2322637,2411704,2340425
895,2322637,2412281,2411704
896,2322637,2413838,2342569
897,2322637,2327941,2331817
898,2322637,2317340,2413838
899,2322637,2335444,2321173
900,2322637,2317340,2412281
901,2339022,2328511,2416117
902,2339022,2323250,2329829
903,2339022,2414898,2316151
904,2339022,2414009,2335118
905,2339022,2323473,2414009
906,2339022,2412557,2327415
907,2339022,2341780,2323250
908,2339022,2341780,2337202
909,2339022,2315889,2330065
910,2339022,2414865,2412557
911,2334927,2412552,2323038
912,2334927,2415223,2317559
913,2334927,2319544,2412552
914,2334927,2335986,2338301
915,2334927,2323038,2319544
916,2334927,2319297,2315607
917,2334927,2332228,2319902
918,2334927,2319297,2338301
919,2334927,2328882,2323038
920,2334927,2339542,2337092
921,2332880,2316956,2413649
922,2332880,2331839,2342374
923,2332880,2317510,2321459
924,2332880,2331839,2316072
925,2332880,2323187,2411830
926,2332880,2337268,2331839
927,2332880,2323372,2341350
928,2332880,2323372,2335078
929,2332880,2339599,2417682
930,2332880,2413649,2323187
931,2412753,2330666,2342105
932,2412753,2337072,2330666
933,2412753,2413750,2342239
934,2412753,2326552,2339606
935,2412753,2342239,2319354
936,2412753,2328779,2321172
937,2412753,2413750,2325423
938,2412753,2337072,2333122
939,2412753,2414013,2328456
940,2412753,2338545,2330130
941,2320594,2322258,2319819
942,2320594,2338958,2333464
943,2320594,2342462,2334911
944,2320594,2322657,2330811
945,2320594,2318879,2333815
946,2320594,2326220,2413214
947,2320594,2331564,2339813
948,2320594,2338958,2330811
949,2320594,2342462,2333501
950,2320594,2334911,2416340
951,2324691,2316424,2333480
952,2324691,2320862,2317097
953,2324691,2315478,2327009
954,2324691,2316424,2342989
955,2324691,2342989,2324718
956,2324691,2325028,2320151
957,2324691,2323724,2335848
958,2324691,2320151,2324701
959,2324691,2333480,2320862
960,2324691,2333480,2323724
961,2324692,2319138,2415602
962,2324692,2337294,2337644
963,2324692,2340416,2327558
964,2324692,2342278,2340416
965,2324692,2340416,2417851
966,2324692,2334981,2327339
967,2324692,2414174,2330089
968,2324692,2326220,2339427
969,2324692,2342462,2327558
970,2324692,2340416,2412423
971,2416853,2341184,2416614
972,2416853,2412930,2324718
973,2416853,2326072,2341428
974,2416853,2338144,2325467
975,2416853,2342588,2318503
976,2416853,2342588,2414289
977,2416853,2318779,2342588
978,2416853,2341428,2318503
979,2416853,2324718,2330052
980,2416853,2412930,2342834
981,2326744,2320234,2327520
982,2326744,2339774,2320234
983,2326744,2325326,2330210
984,2326744,2330210,2320234
985,2326744,2322248,2416524
986,2326744,2318303,2325326
987,2326744,2335809,2335399
988,2326744,2326908,2324897
989,2326744,2417768,2323786
990,2326744,2325433,2326908
991,2322651,2331917,2328778
992,2322651,2328778,2335239
993,2322651,2329439,2417609
994,2322651,2340703,2342118
995,2322651,2338487,2338034
996,2322651,2340989,2325486
