,triplet_id,test_resnet_cosine,test_sbert,test_sbert_gen,o1,o2,both,neither,o3
32,34,,,,0.0,0.0,3.0,0.0,3.0
33,36,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
34,37,,,,1.0,0.0,1.0,1.0,2.0
35,38,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
36,39,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
37,40,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
38,41,,,,0.0,1.0,0.0,2.0,2.0
39,42,0.4,0.0,0.0,2.0,0.0,0.0,3.0,3.0
40,43,,,,1.0,0.0,1.0,0.0,1.0
41,44,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0
42,45,,,,0.0,0.0,1.0,0.0,1.0
43,46,,,,0.0,0.0,1.0,1.0,2.0
44,47,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
45,48,,,,1.0,0.0,0.0,0.0,0.0
46,49,,,,0.0,1.0,0.0,0.0,0.0
47,50,,,,1.0,0.0,0.0,2.0,2.0
48,51,0.4,0.4,0.6,2.0,1.0,2.0,0.0,2.0
49,52,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
50,53,,,,0.0,0.0,1.0,0.0,1.0
51,55,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
52,56,,,,1.0,0.0,1.0,0.0,1.0
53,57,0.5,0.5,0.5,1.0,1.0,3.0,0.0,3.0
54,58,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
55,59,0.7,0.7,0.7,3.0,1.0,1.0,0.0,1.0
56,60,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
57,61,,,,1.0,0.0,0.0,0.0,0.0
58,62,,,,0.0,1.0,1.0,0.0,1.0
59,63,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
60,64,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
61,65,,,,1.0,0.0,2.0,0.0,2.0
62,66,,,,1.0,0.0,0.0,0.0,0.0
63,67,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
64,68,,,,0.0,1.0,0.0,0.0,0.0
65,69,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
66,70,,,,0.0,0.0,2.0,0.0,2.0
67,71,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
68,72,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
69,73,0.3,0.7,0.7,0.0,2.0,3.0,0.0,3.0
70,74,0.875,0.875,0.875,3.0,0.0,1.0,0.0,1.0
71,75,0.875,0.125,0.875,3.0,0.0,1.0,0.0,1.0
72,76,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
73,77,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
74,78,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
75,79,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
76,80,,,,0.0,1.0,1.0,0.0,1.0
77,82,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
78,83,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
79,84,0.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,1.0,1.0
80,85,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
81,86,,,,0.0,1.0,2.0,0.0,2.0
82,87,0.125,0.875,0.125,0.0,3.0,1.0,0.0,1.0
83,88,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
84,89,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
85,90,,,,1.0,0.0,1.0,0.0,1.0
86,91,,,,0.0,0.0,1.0,2.0,3.0
87,92,,,,0.0,1.0,1.0,0.0,1.0
88,93,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
89,94,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
90,95,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
91,96,0.75,0.75,0.75,2.0,0.0,2.0,0.0,2.0
92,97,0.125,0.875,0.125,0.0,3.0,1.0,0.0,1.0
93,98,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
94,99,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
95,100,,,,0.0,1.0,0.0,0.0,0.0
96,101,,,,0.0,0.0,1.0,0.0,1.0
97,102,,,,0.0,1.0,1.0,0.0,1.0
98,103,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
99,104,,,,1.0,0.0,1.0,0.0,1.0
100,105,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
101,106,0.4,0.6,0.6,1.0,2.0,2.0,0.0,2.0
102,107,,,,1.0,0.0,1.0,0.0,1.0
103,108,0.875,0.875,0.875,3.0,0.0,1.0,0.0,1.0
104,109,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
105,110,,,,0.0,1.0,4.0,0.0,4.0
106,111,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
107,112,0.0,0.75,0.0,3.0,0.0,0.0,1.0,1.0
108,113,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
109,114,,,,0.0,1.0,0.0,1.0,1.0
110,115,,,,1.0,0.0,1.0,0.0,1.0
111,116,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
112,117,,,,0.0,1.0,0.0,1.0,1.0
113,118,,,,0.0,1.0,1.0,0.0,1.0
114,119,,,,0.0,1.0,1.0,0.0,1.0
115,120,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
116,121,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
117,122,0.7,0.7,0.3,2.0,0.0,3.0,0.0,3.0
118,123,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
119,124,,,,0.0,1.0,2.0,0.0,2.0
120,125,,,,0.0,1.0,1.0,0.0,1.0
121,126,,,,1.0,0.0,0.0,0.0,0.0
122,127,,,,1.0,0.0,0.0,0.0,0.0
123,128,0.875,0.125,0.875,0.0,3.0,1.0,0.0,1.0
124,129,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
125,130,,,,0.0,1.0,1.0,0.0,1.0
126,131,0.125,0.875,0.875,3.0,0.0,1.0,0.0,1.0
127,132,,,,1.0,0.0,0.0,0.0,0.0
128,133,,,,0.0,0.0,1.0,0.0,1.0
129,134,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
130,135,,,,0.0,1.0,0.0,2.0,2.0
131,136,0.7,0.7,0.7,3.0,0.0,1.0,1.0,2.0
132,137,,,,0.0,0.0,1.0,0.0,1.0
133,138,0.2,0.8,0.2,1.0,4.0,0.0,0.0,0.0
134,139,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
135,140,0.9,0.1,0.9,4.0,0.0,1.0,0.0,1.0
136,141,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
137,142,,,,0.0,1.0,1.0,1.0,2.0
138,143,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
139,144,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
140,145,0.1,0.9,0.9,0.0,4.0,1.0,0.0,1.0
141,146,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
142,147,,,,0.0,1.0,1.0,0.0,1.0
143,148,,,,1.0,0.0,0.0,2.0,2.0
144,149,,,,1.0,0.0,0.0,1.0,1.0
145,150,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
146,151,,,,1.0,0.0,0.0,0.0,0.0
147,152,0.7,0.3,0.7,0.0,2.0,3.0,0.0,3.0
148,153,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
149,154,,,,0.0,0.0,2.0,0.0,2.0
150,155,,,,0.0,0.0,2.0,0.0,2.0
151,156,0.875,0.875,0.125,3.0,0.0,1.0,0.0,1.0
152,157,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
153,158,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
154,159,,,,0.0,1.0,0.0,0.0,0.0
155,160,,,,1.0,0.0,3.0,0.0,3.0
156,161,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
157,162,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
158,163,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
159,164,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
160,165,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
161,166,,,,0.0,1.0,0.0,0.0,0.0
162,167,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
163,168,,,,1.0,0.0,0.0,0.0,0.0
164,169,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
165,170,,,,1.0,0.0,0.0,1.0,1.0
166,171,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
167,172,,,,0.0,0.0,0.0,1.0,1.0
168,173,0.25,0.25,0.25,3.0,1.0,0.0,0.0,0.0
169,174,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
170,176,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
171,177,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
172,178,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
173,179,0.4,0.6,0.4,3.0,2.0,0.0,0.0,0.0
174,180,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
175,181,0.625,0.375,0.375,1.0,2.0,1.0,0.0,1.0
176,182,,,,1.0,0.0,0.0,0.0,0.0
177,183,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
178,184,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
179,185,,,,0.0,1.0,1.0,0.0,1.0
180,186,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
181,187,,,,0.0,0.0,1.0,0.0,1.0
182,188,,,,0.0,1.0,0.0,0.0,0.0
183,189,0.875,0.875,0.875,3.0,0.0,1.0,0.0,1.0
184,190,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
185,191,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
186,192,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
187,193,,,,1.0,0.0,0.0,0.0,0.0
188,194,,,,0.0,1.0,0.0,4.0,4.0
189,195,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
190,196,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
191,197,,,,1.0,0.0,0.0,0.0,0.0
192,198,,,,0.0,1.0,0.0,1.0,1.0
193,199,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
194,200,,,,0.0,0.0,0.0,4.0,4.0
195,201,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
196,202,0.375,0.625,0.625,1.0,2.0,1.0,0.0,1.0
197,203,,,,0.0,1.0,0.0,0.0,0.0
198,204,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
199,205,,,,1.0,0.0,1.0,2.0,3.0
200,206,,,,0.0,0.0,2.0,1.0,3.0
201,207,,,,0.0,0.0,1.0,0.0,1.0
202,208,0.75,0.0,0.0,0.0,3.0,0.0,1.0,1.0
203,209,,,,0.0,0.0,2.0,1.0,3.0
204,210,,,,1.0,0.0,0.0,0.0,0.0
205,211,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
206,212,0.875,0.875,0.875,3.0,0.0,1.0,0.0,1.0
207,213,,,,0.0,0.0,1.0,1.0,2.0
208,214,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
209,215,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
210,216,,,,0.0,0.0,0.0,1.0,1.0
211,217,,,,0.0,1.0,0.0,0.0,0.0
212,218,,,,0.0,1.0,0.0,1.0,1.0
213,219,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
214,220,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,1.0
215,221,,,,0.0,0.0,1.0,0.0,1.0
216,222,0.9,0.1,0.9,0.0,4.0,1.0,0.0,1.0
217,223,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
218,224,,,,1.0,0.0,0.0,0.0,0.0
219,225,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
220,226,,,,1.0,0.0,0.0,1.0,1.0
221,227,0.625,0.125,0.625,2.0,0.0,1.0,1.0,2.0
222,228,0.875,0.125,0.125,0.0,3.0,1.0,0.0,1.0
223,229,,,,0.0,1.0,1.0,1.0,2.0
224,230,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
225,231,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
226,232,,,,1.0,0.0,1.0,0.0,1.0
227,233,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
228,234,0.375,0.375,0.625,1.0,2.0,1.0,0.0,1.0
229,235,,,,0.0,1.0,0.0,0.0,0.0
230,236,0.375,0.625,0.375,2.0,1.0,1.0,0.0,1.0
231,237,0.3,0.7,0.3,3.0,1.0,1.0,0.0,1.0
232,238,0.125,0.875,0.875,3.0,0.0,1.0,0.0,1.0
233,239,0.7,0.3,0.3,3.0,1.0,1.0,0.0,1.0
234,240,0.8333333333333334,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
235,241,0.75,0.75,0.25,3.0,1.0,0.0,0.0,0.0
236,242,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
237,243,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
238,244,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
239,245,,,,0.0,1.0,0.0,0.0,0.0
240,246,,,,0.0,0.0,1.0,0.0,1.0
241,247,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
242,248,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
243,249,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
244,250,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
245,251,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0
246,252,,,,0.0,0.0,1.0,0.0,1.0
247,253,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
248,254,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
249,255,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
250,256,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
251,257,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
252,258,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
253,259,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
254,260,,,,1.0,0.0,1.0,0.0,1.0
255,261,,,,0.0,1.0,1.0,0.0,1.0
256,262,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
257,263,0.6,0.4,0.4,2.0,1.0,2.0,0.0,2.0
258,264,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
259,266,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
260,267,0.3,0.7,0.3,0.0,2.0,3.0,0.0,3.0
261,268,0.25,0.75,0.75,0.0,2.0,2.0,0.0,2.0
262,269,,,,0.0,1.0,2.0,0.0,2.0
263,271,0.25,0.5,0.25,1.0,2.0,0.0,1.0,1.0
264,272,,,,0.0,0.0,0.0,1.0,1.0
265,273,0.2,0.2,0.2,1.0,1.0,0.0,3.0,3.0
266,274,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
267,275,,,,0.0,0.0,2.0,1.0,3.0
268,276,0.5,0.1,0.5,0.0,2.0,1.0,2.0,3.0
269,277,,,,0.0,1.0,1.0,1.0,2.0
270,278,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
271,279,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,1.0,1.0
272,280,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
273,281,,,,1.0,0.0,0.0,0.0,0.0
274,282,,,,1.0,0.0,0.0,0.0,0.0
275,283,,,,1.0,0.0,3.0,0.0,3.0
276,284,0.375,0.625,0.625,1.0,2.0,1.0,0.0,1.0
277,285,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
278,286,,,,1.0,0.0,2.0,0.0,2.0
279,287,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
280,288,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
281,289,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
282,290,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
283,291,,,,1.0,0.0,3.0,0.0,3.0
284,292,,,,0.0,0.0,0.0,2.0,2.0
285,293,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
286,294,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
287,295,,,,0.0,0.0,1.0,0.0,1.0
288,296,,,,1.0,0.0,1.0,0.0,1.0
289,297,,,,1.0,0.0,2.0,0.0,2.0
290,298,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
291,299,,,,1.0,0.0,0.0,0.0,0.0
292,300,0.125,0.125,0.875,3.0,0.0,1.0,0.0,1.0
293,301,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
294,302,,,,0.0,0.0,0.0,1.0,1.0
295,303,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
296,304,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
297,305,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
298,306,0.375,0.625,0.625,1.0,2.0,1.0,0.0,1.0
299,307,,,,0.0,1.0,0.0,0.0,0.0
300,308,,,,0.0,1.0,0.0,0.0,0.0
301,309,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
302,310,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
303,311,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
304,312,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
305,313,,,,1.0,0.0,2.0,0.0,2.0
306,314,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
307,315,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
308,317,0.875,0.125,0.125,3.0,0.0,1.0,0.0,1.0
309,318,,,,1.0,0.0,1.0,0.0,1.0
310,319,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
311,320,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
312,321,,,,0.0,1.0,0.0,0.0,0.0
313,322,0.875,0.125,0.875,3.0,0.0,1.0,0.0,1.0
314,323,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
315,324,,,,0.0,1.0,2.0,0.0,2.0
316,325,0.9,0.9,0.9,4.0,0.0,1.0,0.0,1.0
317,326,,,,0.0,0.0,1.0,0.0,1.0
318,327,,,,0.0,1.0,1.0,0.0,1.0
319,328,,,,0.0,0.0,1.0,0.0,1.0
320,329,,,,0.0,1.0,2.0,0.0,2.0
321,330,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,1.0,1.0
322,331,,,,0.0,1.0,1.0,0.0,1.0
323,332,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
324,333,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
325,334,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
326,335,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
327,336,,,,0.0,1.0,2.0,0.0,2.0
328,337,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
329,338,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
330,339,,,,1.0,0.0,1.0,0.0,1.0
331,340,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
332,341,0.875,0.875,0.125,0.0,3.0,1.0,0.0,1.0
333,342,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
334,343,,,,1.0,0.0,1.0,0.0,1.0
335,344,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
336,345,,,,0.0,1.0,0.0,0.0,0.0
337,346,0.75,0.25,0.25,2.0,0.0,2.0,0.0,2.0
338,347,0.8,0.2,0.8,1.0,4.0,0.0,0.0,0.0
339,348,,,,0.0,1.0,0.0,0.0,0.0
340,349,,,,1.0,0.0,1.0,0.0,1.0
341,350,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
342,351,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
343,352,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
344,353,,,,0.0,1.0,2.0,0.0,2.0
345,354,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
346,355,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
347,356,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
348,357,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
349,358,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
350,359,,,,0.0,1.0,2.0,1.0,3.0
351,360,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
352,361,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
353,363,,,,0.0,1.0,0.0,0.0,0.0
354,364,,,,1.0,0.0,1.0,0.0,1.0
355,365,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
356,366,0.0,0.5,0.0,0.0,2.0,0.0,2.0,2.0
357,367,0.6,0.4,0.6,3.0,2.0,0.0,0.0,0.0
358,368,0.375,0.625,0.375,1.0,2.0,1.0,0.0,1.0
359,369,,,,1.0,0.0,0.0,0.0,0.0
360,370,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
361,371,,,,1.0,0.0,1.0,1.0,2.0
362,372,,,,0.0,1.0,1.0,0.0,1.0
363,373,0.875,0.125,0.125,0.0,3.0,1.0,0.0,1.0
364,374,,,,1.0,0.0,1.0,0.0,1.0
365,375,,,,1.0,0.0,1.0,0.0,1.0
366,376,,,,0.0,1.0,0.0,0.0,0.0
367,377,0.125,0.875,0.125,3.0,0.0,1.0,0.0,1.0
368,378,0.2,0.4,0.2,1.0,2.0,0.0,2.0,2.0
369,379,0.8,0.8,0.2,0.0,3.0,2.0,0.0,2.0
370,380,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
371,382,,,,0.0,0.0,2.0,0.0,2.0
372,383,,,,1.0,0.0,1.0,0.0,1.0
373,384,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
374,385,,,,1.0,0.0,2.0,0.0,2.0
375,386,,,,1.0,0.0,1.0,0.0,1.0
376,387,,,,0.0,0.0,2.0,0.0,2.0
377,388,,,,1.0,0.0,1.0,0.0,1.0
378,389,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
379,390,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0
380,391,,,,1.0,0.0,1.0,2.0,3.0
381,392,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,1.0,1.0
382,393,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
383,394,,,,1.0,0.0,0.0,3.0,3.0
384,395,,,,1.0,0.0,1.0,0.0,1.0
385,396,,,,0.0,0.0,1.0,2.0,3.0
386,397,,,,0.0,0.0,1.0,1.0,2.0
387,398,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
388,399,,,,0.0,0.0,1.0,1.0,2.0
389,400,,,,0.0,1.0,1.0,1.0,2.0
390,401,,,,1.0,0.0,0.0,0.0,0.0
391,402,,,,1.0,0.0,0.0,0.0,0.0
392,403,,,,0.0,1.0,1.0,0.0,1.0
393,404,,,,1.0,0.0,2.0,0.0,2.0
394,405,,,,0.0,0.0,0.0,2.0,2.0
395,406,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
396,407,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
397,408,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
398,409,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
399,410,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
400,411,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
401,412,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
402,413,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
403,414,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
404,415,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
