,triplet_id,test_resnet_cosine,test_sbert,test_sbert_gen,o1,o2,both,neither,o3
186,197,,,,1.0,0.0,0.0,0.0,0.0
187,198,,,,0.0,1.0,0.0,1.0,1.0
188,199,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
189,200,,,,0.0,0.0,0.0,2.0,2.0
190,201,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
191,202,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
192,203,,,,0.0,1.0,0.0,0.0,0.0
193,204,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
194,205,,,,1.0,0.0,1.0,1.0,2.0
195,206,,,,0.0,0.0,1.0,1.0,2.0
196,207,,,,0.0,0.0,1.0,0.0,1.0
197,208,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,1.0,1.0
198,209,,,,0.0,0.0,1.0,1.0,2.0
199,210,,,,1.0,0.0,0.0,0.0,0.0
200,211,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
201,212,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
202,214,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
203,215,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
204,216,,,,0.0,0.0,0.0,1.0,1.0
205,217,,,,0.0,1.0,0.0,0.0,0.0
206,218,,,,0.0,1.0,0.0,1.0,1.0
207,219,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
208,220,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,1.0
209,221,,,,0.0,0.0,1.0,0.0,1.0
210,222,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
211,223,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
212,224,,,,1.0,0.0,0.0,0.0,0.0
213,225,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
214,226,,,,1.0,0.0,0.0,1.0,1.0
215,227,,,,1.0,0.0,1.0,1.0,2.0
216,228,0.875,0.125,0.125,0.0,3.0,1.0,0.0,1.0
217,229,,,,0.0,1.0,1.0,0.0,1.0
218,230,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
219,231,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
220,232,,,,0.0,0.0,1.0,0.0,1.0
221,233,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
222,234,0.375,0.375,0.625,1.0,2.0,1.0,0.0,1.0
223,235,,,,0.0,1.0,0.0,0.0,0.0
224,236,0.375,0.625,0.375,2.0,1.0,1.0,0.0,1.0
225,237,0.375,0.625,0.375,2.0,1.0,1.0,0.0,1.0
226,238,0.125,0.875,0.875,3.0,0.0,1.0,0.0,1.0
227,239,0.7,0.3,0.3,3.0,1.0,1.0,0.0,1.0
228,240,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
229,241,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
230,242,,,,0.0,1.0,0.0,0.0,0.0
231,243,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
232,244,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
233,245,,,,0.0,1.0,0.0,0.0,0.0
234,246,,,,0.0,0.0,1.0,0.0,1.0
235,247,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
236,248,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
237,249,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
238,250,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
239,251,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
240,252,,,,0.0,0.0,1.0,0.0,1.0
241,253,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
242,254,,,,1.0,0.0,0.0,0.0,0.0
243,255,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
244,256,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
245,257,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
246,258,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
247,259,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
248,260,,,,1.0,0.0,1.0,0.0,1.0
249,261,,,,0.0,1.0,1.0,0.0,1.0
250,262,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
251,263,0.75,0.25,0.25,2.0,0.0,2.0,0.0,2.0
252,264,,,,1.0,0.0,0.0,0.0,0.0
253,266,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
254,267,,,,0.0,1.0,0.0,0.0,0.0
255,268,0.25,0.75,0.75,0.0,2.0,2.0,0.0,2.0
256,269,,,,0.0,0.0,2.0,0.0,2.0
257,271,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
258,272,,,,0.0,0.0,0.0,1.0,1.0
259,273,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0
260,274,,,,0.0,1.0,1.0,0.0,1.0
261,275,,,,0.0,0.0,2.0,1.0,3.0
262,276,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,1.0
263,277,,,,0.0,1.0,1.0,1.0,2.0
264,278,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
265,279,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,1.0,1.0
266,280,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
267,282,,,,1.0,0.0,0.0,0.0,0.0
268,283,,,,1.0,0.0,1.0,0.0,1.0
269,284,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
270,285,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
271,286,,,,0.0,0.0,1.0,0.0,1.0
272,287,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
273,288,,,,1.0,0.0,0.0,0.0,0.0
274,289,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
275,290,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
276,291,,,,1.0,0.0,2.0,0.0,2.0
277,292,,,,0.0,0.0,0.0,1.0,1.0
278,293,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
279,294,,,,0.0,1.0,1.0,0.0,1.0
280,296,,,,1.0,0.0,1.0,0.0,1.0
281,297,,,,1.0,0.0,2.0,0.0,2.0
282,298,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
283,299,,,,1.0,0.0,0.0,0.0,0.0
284,300,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
285,301,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
286,302,,,,0.0,0.0,0.0,1.0,1.0
287,303,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
288,304,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
289,305,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
290,306,0.375,0.625,0.625,1.0,2.0,1.0,0.0,1.0
291,307,,,,0.0,1.0,0.0,0.0,0.0
292,308,,,,0.0,1.0,0.0,0.0,0.0
293,309,,,,1.0,0.0,0.0,0.0,0.0
294,310,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
295,311,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
296,312,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
297,313,,,,1.0,0.0,1.0,0.0,1.0
298,314,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
299,315,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
300,317,0.875,0.125,0.125,3.0,0.0,1.0,0.0,1.0
301,318,,,,1.0,0.0,0.0,0.0,0.0
302,319,,,,1.0,0.0,1.0,0.0,1.0
303,320,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
304,321,,,,0.0,1.0,0.0,0.0,0.0
305,322,0.875,0.125,0.875,3.0,0.0,1.0,0.0,1.0
306,323,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
307,324,,,,0.0,1.0,1.0,0.0,1.0
308,325,,,,1.0,0.0,1.0,0.0,1.0
309,326,,,,0.0,0.0,1.0,0.0,1.0
310,327,,,,0.0,1.0,1.0,0.0,1.0
311,328,,,,0.0,0.0,1.0,0.0,1.0
312,329,,,,0.0,1.0,2.0,0.0,2.0
313,330,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,1.0,1.0
314,331,,,,0.0,1.0,1.0,0.0,1.0
315,332,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
316,333,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
317,334,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
318,335,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
319,336,,,,0.0,1.0,1.0,0.0,1.0
320,337,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
321,338,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
322,339,,,,1.0,0.0,1.0,0.0,1.0
323,340,,,,0.0,1.0,1.0,0.0,1.0
324,341,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
325,342,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
326,343,,,,1.0,0.0,1.0,0.0,1.0
327,344,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
328,345,,,,0.0,1.0,0.0,0.0,0.0
329,346,,,,1.0,0.0,1.0,0.0,1.0
330,347,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
331,348,,,,0.0,1.0,0.0,0.0,0.0
332,349,,,,0.0,0.0,1.0,0.0,1.0
333,350,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
334,351,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
335,352,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
336,353,,,,0.0,1.0,1.0,0.0,1.0
337,354,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
338,355,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
339,356,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
340,357,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
341,358,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
342,359,,,,0.0,1.0,2.0,1.0,3.0
343,360,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
344,361,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
345,363,,,,0.0,1.0,0.0,0.0,0.0
346,364,,,,1.0,0.0,1.0,0.0,1.0
347,365,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
348,366,,,,0.0,1.0,0.0,2.0,2.0
349,367,0.6,0.4,0.6,3.0,2.0,0.0,0.0,0.0
350,368,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
351,369,,,,1.0,0.0,0.0,0.0,0.0
352,370,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
353,371,,,,1.0,0.0,1.0,1.0,2.0
354,372,,,,0.0,1.0,1.0,0.0,1.0
355,373,,,,0.0,1.0,1.0,0.0,1.0
356,374,,,,1.0,0.0,1.0,0.0,1.0
357,375,,,,1.0,0.0,1.0,0.0,1.0
358,376,,,,0.0,1.0,0.0,0.0,0.0
359,377,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
360,378,0.25,0.5,0.25,1.0,2.0,0.0,1.0,1.0
361,379,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
362,380,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
363,382,,,,0.0,0.0,2.0,0.0,2.0
364,383,,,,1.0,0.0,1.0,0.0,1.0
365,384,,,,0.0,1.0,1.0,0.0,1.0
366,385,,,,1.0,0.0,2.0,0.0,2.0
367,386,,,,1.0,0.0,0.0,0.0,0.0
368,387,,,,0.0,0.0,1.0,0.0,1.0
369,388,,,,1.0,0.0,1.0,0.0,1.0
370,389,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
371,390,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
372,391,,,,1.0,0.0,1.0,2.0,3.0
373,392,,,,0.0,1.0,0.0,1.0,1.0
374,393,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
375,394,,,,1.0,0.0,0.0,3.0,3.0
376,395,,,,1.0,0.0,1.0,0.0,1.0
377,396,,,,0.0,0.0,1.0,0.0,1.0
378,397,,,,0.0,0.0,1.0,1.0,2.0
379,398,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
380,399,,,,0.0,0.0,1.0,0.0,1.0
381,400,,,,0.0,1.0,1.0,0.0,1.0
382,401,,,,1.0,0.0,0.0,0.0,0.0
383,402,,,,1.0,0.0,0.0,0.0,0.0
384,403,,,,0.0,1.0,1.0,0.0,1.0
385,404,,,,1.0,0.0,1.0,0.0,1.0
386,405,,,,0.0,0.0,0.0,2.0,2.0
387,406,,,,1.0,0.0,0.0,0.0,0.0
388,407,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
389,408,,,,1.0,0.0,0.0,0.0,0.0
390,409,,,,1.0,0.0,1.0,0.0,1.0
391,410,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
392,411,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
393,412,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
394,413,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
395,414,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
396,415,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
397,416,,,,0.0,0.0,1.0,0.0,1.0
398,417,,,,0.0,1.0,1.0,0.0,1.0
399,418,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
400,419,,,,1.0,0.0,0.0,0.0,0.0
401,420,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
402,421,,,,0.0,1.0,1.0,0.0,1.0
403,422,0.125,0.125,0.875,3.0,0.0,1.0,0.0,1.0
404,423,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
405,424,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
406,425,,,,0.0,1.0,2.0,0.0,2.0
407,426,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
408,427,,,,0.0,1.0,0.0,0.0,0.0
409,428,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
410,429,,,,1.0,0.0,1.0,0.0,1.0
411,430,0.75,0.75,0.25,2.0,0.0,2.0,0.0,2.0
412,431,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
413,432,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
414,433,,,,0.0,0.0,1.0,0.0,1.0
