"id","user_id","answer","triplet_id"
1610,cjhan,3,4818
1626,cjhan,2,800
1630,cjhan,0,4771
1644,cjhan,1,2835
1649,cjhan,2,8312
1665,cjhan,2,2715
1670,cjhan,0,8744
1673,cjhan,2,520
1686,cjhan,0,4338
1687,cjhan,2,3377
1693,cjhan,1,3464
1697,cjhan,0,6156
1704,cjhan,0,7678
1711,cjhan,2,7409
1714,Julyeon Seo,1,10000
1715,Julyeon Seo,1,1047
1724,Julyeon Seo,1,6693
1731,Julyeon Seo,1,4750
1735,Julyeon Seo,1,3659
1739,Julyeon Seo,2,5116
1741,Julyeon Seo,1,3692
1746,Julyeon Seo,0,9303
1748,Julyeon Seo,1,1373
1755,Julyeon Seo,1,4550
1765,Julyeon Seo,1,1978
1769,Julyeon Seo,1,3360
1774,Julyeon Seo,1,707
1783,Julyeon Seo,0,51
1794,Julyeon Seo,0,150
1799,Julyeon Seo,0,131
1804,Julyeon Seo,0,8823
1810,Julyeon Seo,0,9937
1820,Julyeon Seo,0,4853
1823,Julyeon Seo,3,7652
1828,Julyeon Seo,0,6683
1830,Julyeon Seo,0,3422
1832,Julyeon Seo,0,9882
1834,Julyeon Seo,0,3565
1856,Julyeon Seo,1,1397
1858,Julyeon Seo,1,7397
1862,Julyeon Seo,2,560
1865,Julyeon Seo,0,7308
1876,Julyeon Seo,1,2269
1881,Julyeon Seo,1,3273
1884,Julyeon Seo,2,6154
1889,Julyeon Seo,1,939
1904,Julyeon Seo,2,7311
1908,epsilon.kim,0,6692
1909,epsilon.kim,0,6417
1913,epsilon.kim,0,679
1917,epsilon.kim,1,4550
1925,epsilon.kim,0,836
1927,epsilon.kim,0,1741
1932,epsilon.kim,0,5299
1937,epsilon.kim,0,7652
1942,epsilon.kim,0,42
1943,epsilon.kim,0,3588
1944,epsilon.kim,1,7679
1945,epsilon.kim,0,9537
1955,epsilon.kim,1,6397
1964,wookee3,0,9566
1975,wookee3,0,2062
1978,wookee3,1,7605
1993,epsilon.kim,0,1846
1995,epsilon.kim,0,2092
2000,epsilon.kim,1,8293
2007,epsilon.kim,1,2932
2010,epsilon.kim,1,1031
2014,epsilon.kim,1,9386
2024,epsilon.kim,1,530
2044,epsilon.kim,1,7064
2045,epsilon.kim,1,1121
2052,epsilon.kim,0,6957
2053,epsilon.kim,0,4832
2057,epsilon.kim,1,174
2058,epsilon.kim,1,8860
2064,epsilon.kim,0,6986
2075,epsilon.kim,1,525
2082,epsilon.kim,1,1193
2084,epsilon.kim,0,7771
2087,epsilon.kim,0,4166
2097,epsilon.kim,1,4114
2098,epsilon.kim,1,1216
2099,epsilon.kim,0,8164
2110,epsilon.kim,0,3239
2117,epsilon.kim,0,9821
2125,epsilon.kim,0,7851
2134,epsilon.kim,0,3840
2135,epsilon.kim,0,7400
2136,epsilon.kim,0,351
2149,epsilon.kim,1,2373
2155,epsilon.kim,0,2713
2157,epsilon.kim,0,4235
2175,epsilon.kim,1,5758
2184,eunjin,1,5984
2190,epsilon.kim,0,8288
2199,epsilon.kim,1,9560
2208,epsilon.kim,0,1005
2218,epsilon.kim,0,6161
2229,epsilon.kim,1,5708
2236,epsilon.kim,1,5132
2239,epsilon.kim,1,7220
2243,epsilon.kim,1,5033
2244,eunjin,3,2181
2246,epsilon.kim,1,8646
2253,eunjin,0,7311
2257,epsilon.kim,0,9566
2259,eunjin,1,9454
2267,eunjin,1,7214
2268,epsilon.kim,0,2738
2276,epsilon.kim,1,1930
2283,eunjin,1,6170
2300,eunjin,2,9116
2301,epsilon.kim,0,365
2312,eunjin,3,8847
2314,eunjin,0,406
2318,epsilon.kim,1,6769
2320,epsilon.kim,0,6507
2323,epsilon.kim,0,7802
2324,epsilon.kim,0,9713
2329,epsilon.kim,0,988
2332,epsilon.kim,0,2106
2334,epsilon.kim,1,7829
2343,epsilon.kim,1,1473
2348,epsilon.kim,1,6089
2357,epsilon.kim,1,1374
2369,epsilon.kim,0,8934
2374,epsilon.kim,0,7033
2378,epsilon.kim,0,249
2380,eunjin,3,1788
2383,epsilon.kim,0,7311
2394,epsilon.kim,0,3410
2403,epsilon.kim,1,6952
2407,epsilon.kim,0,3682
2408,epsilon.kim,1,1687
2409,eunjin,1,2267
2417,eunjin,0,2455
2422,epsilon.kim,0,9077
2434,epsilon.kim,1,2915
2438,epsilon.kim,1,8917
2446,epsilon.kim,0,9432
2447,epsilon.kim,0,8251
2448,epsilon.kim,1,176
2453,epsilon.kim,0,3307
2456,epsilon.kim,0,9260
2458,eunjin,1,7556
2461,eunjin,1,7208
2467,eunjin,1,1687
2468,epsilon.kim,1,5163
2483,epsilon.kim,1,8366
2495,epsilon.kim,1,94
2496,eunjin,1,158
2502,epsilon.kim,0,3
2506,epsilon.kim,1,8624
2508,epsilon.kim,0,8913
2509,epsilon.kim,1,1343
2511,epsilon.kim,1,3400
2516,eunjin,1,8331
2519,eunjin,0,7000
2520,epsilon.kim,0,2272
2532,epsilon.kim,0,4799
2533,eunjin,2,1645
2545,eunjin,1,2961
2549,epsilon.kim,1,6079
2555,epsilon.kim,0,9399
2566,epsilon.kim,1,1720
2579,eunjin,2,7132
2582,eunjin,0,8206
2584,epsilon.kim,1,7849
2595,epsilon.kim,0,7588
2601,eunjin,0,1791
2609,eunjin,1,1692
2613,epsilon.kim,1,7605
2617,epsilon.kim,0,7859
2625,eunjin,1,8581
2626,eunjin,0,6323
2651,epsilon.kim,1,4247
2657,epsilon.kim,1,3935
2659,epsilon.kim,1,4678
2669,eunjin,0,6465
2676,epsilon.kim,2,6059
2698,epsilon.kim,0,4339
2723,epsilon.kim,1,6673
2724,epsilon.kim,1,6154
2736,epsilon.kim,1,7292
2741,epsilon.kim,2,397
2744,epsilon.kim,1,7479
2747,epsilon.kim,0,3489
2748,epsilon.kim,0,6752
2759,epsilon.kim,0,2942
2762,epsilon.kim,1,932
2769,epsilon.kim,0,5473
2789,epsilon.kim,1,2177
2794,epsilon.kim,0,7818
2797,epsilon.kim,1,8603
2801,epsilon.kim,1,2339
2802,epsilon.kim,0,9829
2803,epsilon.kim,0,591
2812,epsilon.kim,0,7246
2827,epsilon.kim,0,4347
2830,epsilon.kim,1,3751
2837,epsilon.kim,0,815
2838,epsilon.kim,0,3615
2842,epsilon.kim,1,516
2843,epsilon.kim,0,3721
2848,epsilon.kim,1,1424
2850,epsilon.kim,0,8134
2851,epsilon.kim,0,3680
2852,eunjin,0,2602
2854,epsilon.kim,1,3457
2856,epsilon.kim,1,1666
2861,epsilon.kim,0,1718
2866,epsilon.kim,1,3778
2867,epsilon.kim,0,6617
2870,epsilon.kim,0,260
2897,epsilon.kim,1,6163
2902,epsilon.kim,1,962
2906,eunjin,1,6432
2908,epsilon.kim,1,5008
2912,epsilon.kim,0,8095
2921,epsilon.kim,0,8971
2925,epsilon.kim,0,8025
2926,epsilon.kim,1,5575
2927,epsilon.kim,0,5209
2928,epsilon.kim,0,780
2930,epsilon.kim,1,1608
2932,epsilon.kim,1,9495
2934,epsilon.kim,2,631
2940,epsilon.kim,0,9682
2956,epsilon.kim,2,9411
2959,epsilon.kim,1,1865
2961,eunjin,3,7933
2963,eunjin,0,2114
2967,epsilon.kim,2,6586
2973,epsilon.kim,1,7426
2974,epsilon.kim,0,4250
2981,epsilon.kim,0,1305
2988,eunjin,0,5948
2991,epsilon.kim,0,800
3001,epsilon.kim,0,8937
3003,epsilon.kim,0,2019
3005,epsilon.kim,0,8724
3013,epsilon.kim,0,3574
3016,epsilon.kim,1,7084
3018,epsilon.kim,1,9885
3019,epsilon.kim,1,6850
3029,epsilon.kim,0,6894
3031,epsilon.kim,1,3629
3033,eunjin,0,8510
3044,eunjin,2,1196
3051,eunjin,1,4379
3052,epsilon.kim,0,692
3060,epsilon.kim,1,5328
3062,eunjin,1,1216
3066,epsilon.kim,1,3559
3071,eunjin,1,1496
3073,epsilon.kim,1,1891
3079,epsilon.kim,1,5940
3100,eunjin,1,1192
3105,epsilon.kim,1,5865
3110,epsilon.kim,1,9332
3111,eunjin,1,5450
3113,epsilon.kim,1,6321
3116,eunjin,0,2959
3117,epsilon.kim,0,4733
3119,eunjin,0,988
3127,epsilon.kim,1,4789
3134,epsilon.kim,1,8358
3138,epsilon.kim,1,2965
3153,epsilon.kim,1,3579
3158,epsilon.kim,0,2560
3167,epsilon.kim,0,3839
3169,epsilon.kim,0,171
3174,eunjin,1,6065
3180,eunjin,0,717
3191,epsilon.kim,1,2332
3200,epsilon.kim,2,4360
3207,epsilon.kim,1,6307
3208,epsilon.kim,1,3216
3210,eunjin,0,7675
3211,epsilon.kim,0,4241
3221,epsilon.kim,1,3413
3224,epsilon.kim,1,114
3238,eunjin,0,136
3240,epsilon.kim,2,2734
3241,epsilon.kim,1,9728
3250,epsilon.kim,1,6613
3251,epsilon.kim,1,1743
3252,epsilon.kim,1,6169
3258,eunjin,1,6358
3260,epsilon.kim,0,2959
3273,eunjin,3,7397
3274,epsilon.kim,0,4752
3280,epsilon.kim,0,9367
3281,epsilon.kim,0,430
3284,epsilon.kim,0,4673
3285,epsilon.kim,0,648
3298,epsilon.kim,1,4049
3303,eunjin,0,1839
3307,epsilon.kim,0,5373
3311,eunjin,0,2609
3334,epsilon.kim,1,6594
3338,epsilon.kim,1,8716
3349,epsilon.kim,0,7281
3358,eunjin,1,1391
3359,epsilon.kim,0,4171
3360,eunjin,1,2034
3362,epsilon.kim,0,7331
3364,epsilon.kim,0,136
3367,epsilon.kim,0,1553
3371,eunjin,0,2786
3373,epsilon.kim,1,7488
3374,epsilon.kim,0,5736
3379,epsilon.kim,0,4383
3382,epsilon.kim,1,6065
3393,eunjin,0,9151
3407,epsilon.kim,0,1398
3408,epsilon.kim,1,4214
3420,epsilon.kim,0,4537
3421,epsilon.kim,0,9248
3433,epsilon.kim,1,9261
3437,eunjin,1,5190
3439,epsilon.kim,0,7353
3456,epsilon.kim,0,7217
3461,epsilon.kim,0,1282
3463,epsilon.kim,0,4366
3464,eunjin,2,1518
3465,epsilon.kim,1,4781
3473,epsilon.kim,1,5705
3476,eunjin,1,8865
3483,eunjin,1,1043
3484,epsilon.kim,2,7065
3489,epsilon.kim,1,4381
3490,epsilon.kim,1,5155
3505,epsilon.kim,0,4331
3514,epsilon.kim,0,129
3518,epsilon.kim,0,6287
3523,epsilon.kim,0,1730
3539,epsilon.kim,0,2509
3546,epsilon.kim,1,1774
3560,epsilon.kim,1,6255
3566,eunjin,2,7943
3569,epsilon.kim,2,6472
3575,epsilon.kim,1,9808
3580,epsilon.kim,0,5214
3588,epsilon.kim,1,3115
3598,epsilon.kim,0,7527
3604,epsilon.kim,1,8323
3605,eunjin,3,8822
3606,epsilon.kim,0,5537
3617,eunjin,0,3675
3631,eunjin,2,3046
3633,eunjin,0,2107
3634,eunjin,1,8998
3637,eunjin,0,4882
3638,eunjin,1,5687
3641,eunjin,0,3831
3644,eunjin,3,5468
3670,erin122,0,8835
3683,erin122,1,5163
3707,erin122,1,6373
3711,erin122,1,3413
3712,erin122,0,6894
3714,erin122,1,5919
3717,erin122,1,9029
3719,erin122,0,4679
3722,erin122,1,2332
3723,erin122,1,4920
3734,erin122,0,9537
3745,erin122,0,7600
3747,erin122,0,3375
3750,erin122,1,2070
3755,erin122,0,1114
3769,erin122,1,5907
3773,erin122,1,5865
3778,erin122,0,9829
3779,erin122,0,9526
3788,erin122,0,8215
3792,erin122,0,4761
3800,erin122,0,8132
3807,epsilon.kim,1,7141
3808,erin122,0,7721
3818,erin122,0,4861
3826,erin122,1,4550
3833,erin122,1,453
3849,erin122,0,1678
3861,erin122,1,2353
3869,erin122,0,5173
3872,erin122,1,1414
3875,epsilon.kim,1,1955
3883,erin122,3,4994
3910,ian.theman,1,733
3912,ian.theman,0,1050
3918,erin122,0,1020
3920,erin122,0,8237
3941,ian.theman,1,2090
3952,erin122,3,4997
3959,ian.theman,0,8445
3962,erin122,1,3223
3971,ian.theman,1,7977
3976,erin122,0,1727
3977,erin122,1,9728
3979,erin122,0,355
3984,erin122,0,364
3988,erin122,3,595
3997,erin122,1,9826
3999,erin122,0,4496
4003,erin122,1,5190
4009,epsilon.kim,0,9910
4011,epsilon.kim,1,9116
4022,epsilon.kim,1,9057
4030,epsilon.kim,0,7967
4035,epsilon.kim,0,4060
4037,epsilon.kim,1,3442
4045,epsilon.kim,0,6332
4048,Dray.Choe,3,4715
4050,Dray.Choe,1,6595
4063,Dray.Choe,1,4747
4065,epsilon.kim,0,7436
4085,erin122,0,7142
4091,erin122,3,42
4105,erin122,0,7033
4106,erin122,1,733
4120,Dray.Choe,0,5278
4121,erin122,1,3574
4123,erin122,0,1881
4125,erin122,1,1514
4128,erin122,0,4955
4129,erin122,0,5299
4130,erin122,0,7644
4134,erin122,1,9806
4136,erin122,0,9449
4153,Dray.Choe,0,2815
4162,erin122,1,8998
4164,Dray.Choe,3,7236
4179,erin122,1,1978
4180,erin122,1,8681
4194,erin122,1,7118
4204,erin122,1,1225
4210,erin122,0,7589
4230,erin122,1,7000
4235,erin122,0,3489
4238,erin122,1,583
4244,Dray.Choe,0,4771
4245,erin122,0,2516
4248,Dray.Choe,1,3400
4253,Dray.Choe,2,8557
4259,erin122,1,5384
4260,erin122,1,1694
4264,erin122,1,1180
4274,erin122,0,3149
4279,erin122,1,1882
4281,erin122,3,9865
4282,erin122,1,9041
4291,erin122,0,1153
4294,erin122,1,4900
4298,erin122,2,3273
4310,erin122,0,7409
4313,erin122,1,5239
4320,erin122,0,6130
4342,Dray.Choe,1,2701
4348,Dray.Choe,1,4
4349,erin122,1,4241
4356,erin122,0,6542
4364,erin122,0,6467
4370,erin122,0,6766
4373,erin122,1,134
4376,erin122,1,9218
4385,erin122,1,7092
4392,erin122,0,7652
4395,erin122,1,4381
4399,erin122,0,7055
4417,erin122,0,3559
4422,erin122,0,8553
4431,erin122,0,9396
4448,erin122,0,6242
4452,erin122,1,2158
4456,erin122,0,9145
4462,epsilon.kim,3,3046
4468,erin122,0,1494
4474,erin122,1,6354
4480,erin122,1,9477
4481,erin122,1,5236
4493,erin122,1,7518
4501,erin122,0,6647
4511,erin122,0,4475
4518,erin122,0,823
4522,erin122,0,2367
4523,erin122,1,4695
4528,erin122,0,1839
4530,erin122,1,3549
4533,erin122,1,1844
4538,erin122,1,7637
4543,erin122,0,5130
4550,erin122,0,3721
4553,erin122,1,5143
4566,erin122,0,9251
4571,erin122,0,19
4573,erin122,1,5554
4576,erin122,1,1975
4579,erin122,0,8015
4581,erin122,1,6673
4582,erin122,0,4585
4587,erin122,0,4339
4594,erin122,0,204
4599,erin122,1,3102
4602,erin122,1,5694
4605,erin122,0,9822
4611,erin122,1,597
4613,erin122,1,1960
4618,erin122,1,7859
4620,erin122,1,8154
4621,erin122,0,2477
4625,erin122,1,9738
4626,erin122,0,985
4630,erin122,0,940
4633,erin122,1,4976
4635,erin122,1,9478
4649,erin122,0,8619
4652,erin122,1,3115
4654,erin122,0,3961
4656,erin122,2,3509
4660,erin122,0,7892
4668,erin122,0,634
4670,erin122,1,9250
4671,erin122,1,7970
4674,erin122,0,4466
4676,erin122,1,8411
4684,erin122,0,1585
4700,erin122,1,7977
4701,erin122,0,9687
4708,erin122,1,9842
4710,erin122,0,890
4712,erin122,1,18
4714,erin122,1,8984
4730,erin122,0,6107
4743,erin122,1,3453
4745,erin122,0,6274
4746,erin122,0,3622
4749,erin122,1,6439
4759,erin122,1,4570
4769,erin122,0,9721
4771,erin122,0,6212
4773,erin122,0,2255
4794,erin122,0,9394
4798,erin122,0,1368
4804,erin122,1,2840
4805,Dray.Choe,1,2438
4810,erin122,1,3372
4815,erin122,2,3520
4833,erin122,0,280
4837,erin122,0,7851
4839,erin122,1,5008
4856,erin122,1,8599
4858,erin122,1,6831
4861,erin122,0,6617
4870,erin122,1,3457
4885,erin122,1,552
4890,erin122,0,2016
4893,erin122,1,8953
4898,erin122,0,351
4899,erin122,1,4595
4900,erin122,0,4629
4920,erin122,0,2317
4923,erin122,2,6256
4939,erin122,0,4235
4941,erin122,1,4270
4942,erin122,0,9099
4948,erin122,0,8915
4949,erin122,1,820
4954,erin122,0,2479
4955,erin122,3,5768
4958,erin122,3,4999
4959,erin122,1,3231
4960,erin122,0,6253
4961,erin122,1,4933
4971,erin122,0,7843
4979,erin122,0,6405
4980,erin122,0,3729
4984,erin122,0,9332
4986,erin122,0,8107
4988,erin122,0,4990
4994,erin122,0,1129
5012,erin122,1,9841
5024,erin122,0,7552
5032,erin122,0,3142
5033,erin122,1,8758
5043,erin122,0,2815
5048,erin122,1,1928
5050,erin122,1,6053
5056,erin122,0,6174
5071,erin122,0,2494
5073,erin122,1,9045
5078,erin122,0,7307
5081,erin122,3,9355
5084,erin122,1,3935
5096,erin122,0,8061
5104,erin122,0,9181
5114,erin122,1,249
5117,erin122,0,4618
5118,erin122,0,834
5120,erin122,0,7086
5124,erin122,0,4250
5134,erin122,0,5129
5135,erin122,2,7675
5142,erin122,0,7027
5150,erin122,1,1395
5160,erin122,0,2431
5164,erin122,1,7065
5170,erin122,0,5704
5173,erin122,1,8077
5178,erin122,1,1397
5195,erin122,0,6575
5208,erin122,1,9260
5217,erin122,1,8045
5224,erin122,1,6952
5228,erin122,0,4770
5229,erin122,0,1349
5234,erin122,1,2732
5245,erin122,1,1876
5252,erin122,1,4091
5256,erin122,0,3707
5272,erin122,1,8753
5276,erin122,0,9209
5277,erin122,0,6333
5278,erin122,1,9261
5280,erin122,0,5082
5281,erin122,0,2520
5292,erin122,1,7327
5303,erin122,0,1718
5315,erin122,0,1447
5316,erin122,0,1553
5325,erin122,0,2845
5327,erin122,1,2892
5329,erin122,1,2580
5331,erin122,1,7064
5335,erin122,1,6161
5341,erin122,1,9633
5360,erin122,0,2789
5366,erin122,0,1441
5371,erin122,0,780
5377,erin122,0,5538
5379,erin122,1,7771
5383,erin122,1,5222
5392,erin122,1,1998
5394,erin122,1,5005
5395,erin122,1,2011
5397,erin122,1,338
5403,erin122,0,4234
5405,erin122,0,8164
5418,erin122,0,5725
5421,erin122,1,7217
5422,erin122,1,7941
5428,erin122,1,1586
5432,erin122,0,4251
5434,erin122,1,8357
5446,erin122,0,1006
5452,erin122,0,4060
5453,erin122,0,7202
5454,erin122,1,7294
5456,erin122,0,1788
5460,erin122,0,1043
5461,erin122,0,8222
5469,erin122,0,7286
5480,erin122,0,3780
5503,erin122,1,5687
5515,erin122,1,9739
5516,erin122,1,4812
5518,erin122,1,7296
5519,erin122,0,5863
5522,erin122,1,982
5525,erin122,2,3068
5538,erin122,1,4348
5576,erin122,0,3560
5582,erin122,1,1221
5588,erin122,2,430
5592,erin122,0,3588
5596,erin122,1,8388
5599,erin122,0,3699
5608,erin122,1,3565
5610,erin122,1,9661
5628,erin122,0,8001
5629,erin122,0,3132
5630,erin122,1,9567
5632,erin122,0,4771
5636,erin122,1,1794
5649,erin122,0,8647
5650,erin122,1,2160
5663,erin122,0,9169
5667,erin122,0,5797
5668,erin122,0,5572
5671,erin122,0,841
5673,erin122,0,3025
5675,erin122,1,7347
5684,erin122,0,814
5686,erin122,0,8934
5687,erin122,0,1404
5688,erin122,1,5084
5690,erin122,1,8865
5693,erin122,0,9367
5697,erin122,0,4138
5700,erin122,0,4690
5714,erin122,1,1545
5737,erin122,0,7224
5740,erin122,1,1482
5741,erin122,0,9769
5743,erin122,1,1354
5750,erin122,1,6693
5751,erin122,0,1164
5755,erin122,0,3611
5763,erin122,1,3112
5765,erin122,0,6531
5766,erin122,0,6213
5772,erin122,0,8069
5786,erin122,0,6251
5792,erin122,0,9274
5797,erin122,2,8315
5805,erin122,1,8908
5806,erin122,1,5161
5807,erin122,0,3626
5811,erin122,1,9204
5816,hans,1,5081
5818,hans,1,1166
5835,hans,1,7466
5844,cjhan,0,2252
5846,cjhan,0,6173
5847,cjhan,0,3633
5849,cjhan,1,9154
5852,cjhan,2,2751
5857,cjhan,1,284
5868,cjhan,2,549
5869,cjhan,1,5462
5876,cjhan,2,6673
5881,cjhan,0,6274
5891,cjhan,1,7176
